fullNameForSearch,age,position,height,team,overall_rating,awareness_rating,speed_rating,agility_rating,jumping_rating,acceleration_rating,archetype,bCVision_rating,blockShedding_rating,breakSack_rating,breakTackle_rating,carrying_rating,catchInTraffic_rating,catching_rating,changeOfDirection_rating,college,deepRouteRunning_rating,finesseMoves_rating,firstName,hitPower_rating,impactBlocking_rating,injury_rating,iteration,jerseyNum,jukeMove_rating,kickAccuracy_rating,kickPower_rating,kickReturn_rating,lastName,leadBlock_rating,manCoverage_rating,mediumRouteRunning_rating,passBlockFinesse_rating,passBlockPower_rating,passBlock_rating,playAction_rating,playRecognition_rating,plyrAssetname,plyrBirthdate,plyrHandedness,plyrPortrait,powerMoves_rating,press_rating,primaryKey,pursuit_rating,release_rating,runBlockFinesse_rating,runBlockPower_rating,runBlock_rating,runningStyle_rating,shortRouteRunning_rating,signingBonus,spectacularCatch_rating,spinMove_rating,stamina_rating,status,stiffArm_rating,strength_rating,tackle_rating,teamId,throwAccuracyDeep_rating,throwAccuracyMid_rating,throwAccuracyShort_rating,throwOnTheRun_rating,throwPower_rating,throwUnderPressure_rating,totalSalary,toughness_rating,trucking_rating,weight,yearsPro,zoneCoverage_rating
Jordan Fuller,24,SS,74,Rams,78,79,87,80,85,87,S_Zone,67,59,31,49,57,55,65,82,Ohio State,17,34,Jordan,74,57,88,launch-ratings,4,70,17,18,55,Fuller,19,75,22,34,33,35,12,81,FullerJordan_21270,3/4/98,Right,285,26,63,21270,84,22,34,33,35,Long Stride Loose,32,160000,62,62,92,published,50,59,74,24,12,15,21,19,32,24,3300000,86,39,203,2,79
Jordan Davis,22,DT,78,Eagles,78,71,80,58,78,87,DT_RunStopper,42,75,12,29,53,21,34,51,Georgia,3,58,Jordan,82,89,90,launch-ratings,90,22,11,15,10,Davis,40,11,5,45,45,45,6,76,DavisJordan_22164,1/12/00,Right,1333,68,14,22164,80,14,45,45,45,Long Stride Default,13,9560000,28,17,69,published,24,96,83,13,6,6,6,6,14,11,7450000,87,48,341,0,19
Kyle Van Noy,31,ROLB,75,Chargers,78,83,83,80,79,86,OLB_PowerRusher,55,76,12,24,65,65,73,72,BYU,5,60,Kyle,71,86,87,launch-ratings,8,48,23,27,10,Van Noy,21,61,7,45,45,45,6,85,VanNoyKyle_12387,3/26/91,Right,6652,77,60,12387,86,25,45,45,45,Default Stride Loose,15,1500000,35,40,89,published,47,76,81,8,6,6,6,6,20,18,750000,65,44,250,8,70
Lamarcus Joyner,31,FS,68,Jets,78,76,87,83,89,90,S_Hybrid,78,56,14,61,64,60,71,83,Florida State,10,57,Lamarcus,82,61,87,launch-ratings,29,82,14,15,72,Joyner,16,79,10,35,35,35,6,79,JoynerLamarcus_12337,11/27/90,Right,6478,41,77,12337,78,15,35,35,35,Default Stride Loose,20,30000,64,75,88,published,52,56,70,18,6,6,6,6,29,25,2500000,75,40,185,8,84
Logan Thomas,31,TE,78,Commanders,78,83,82,81,87,86,TE_VerticalThreat,77,26,52,70,76,80,87,76,Virginia Tech,64,10,Logan,12,74,85,launch-ratings,82,78,20,25,25,Thomas,52,19,68,53,57,57,61,15,ThomasLogan_12384,7/1/91,Right,6610,10,10,12384,35,70,60,54,60,Default,71,8130000,84,76,86,published,72,74,39,26,59,62,68,77,86,49,18660000,90,76,250,8,25
Mac Jones,23,QB,75,Patriots,78,83,81,81,75,80,QB_FieldGeneral,69,20,58,26,68,15,28,76,Alabama,12,10,Mac,13,19,90,launch-ratings,10,54,29,41,10,Jones,32,10,14,14,14,14,85,16,JonesMac_21763,9/5/98,Right,1371,10,10,21763,20,15,23,20,32,Default,15,8680000,15,43,86,published,34,60,22,22,82,84,92,80,85,86,6900000,91,45,217,1,14
Malcolm Butler,32,CB,71,Patriots,78,81,88,89,82,86,CB_MantoMan,60,43,10,48,55,55,72,88,West Alabama,10,42,Malcolm,72,57,90,launch-ratings,4,66,21,29,42,Butler,17,81,10,35,35,35,6,83,ButlerMalcolm_2318,3/2/90,Right,7035,37,81,2318,64,12,35,35,35,Short Stride Loose,20,1000000,66,65,88,published,28,63,68,22,6,6,6,6,21,13,3490000,72,10,190,7,79
Marcedes Lewis,38,TE,78,Packers,78,81,71,69,88,71,TE_Blocking,75,45,11,54,75,77,82,59,UCLA,55,20,Marcedes,25,76,94,launch-ratings,89,75,37,39,35,Lewis,62,12,61,63,62,64,6,13,LewisMarcedes_27284,5/19/84,Right,1898,20,25,27284,59,72,71,76,76,Long Stride High and Tight,67,2200000,80,62,86,published,64,82,35,20,6,10,15,10,40,15,2590000,91,65,267,16,13
Markus Golden,31,LOLB,75,Cardinals,78,89,79,75,78,80,OLB_PowerRusher,59,73,12,16,55,10,55,65,Missouri,5,67,Markus,82,80,90,launch-ratings,44,48,30,30,10,Golden,20,37,5,45,45,45,6,85,GoldenMarkus_2543,3/13/91,Right,7135,84,49,2543,84,12,45,45,45,Default Stride Loose,10,2250000,15,45,84,published,52,78,78,7,6,6,6,6,35,18,2750000,86,51,260,7,46
Matt Prater,38,K,70,Cardinals,78,63,71,47,40,72,KP_Power,10,10,12,5,40,10,35,45,UCF,10,10,Matt,12,15,85,launch-ratings,5,10,83,98,10,Prater,15,10,10,15,15,20,20,15,PraterMatt_28229,8/10/84,Right,2449,10,10,28229,25,12,15,15,20,Default Stride Awkward,10,2420000,12,10,75,published,10,43,20,7,26,32,38,20,45,24,4080000,50,10,201,15,25
Matt Feiler,30,LG,78,Chargers,78,87,58,49,67,58,G_Power,18,52,12,14,49,48,51,43,Bloomsburg,20,33,Matt,61,83,88,launch-ratings,71,29,18,24,10,Feiler,87,11,28,71,75,73,5,31,FeilerMatt_12470,7/7/92,Right,8323,57,10,12470,41,47,79,83,81,Default Stride Awkward,38,12500000,40,20,90,published,40,91,57,8,5,5,5,5,27,10,8500000,85,44,330,7,11
Matthew Ioannidis,28,DT,75,Panthers,78,83,69,68,70,71,DT_PowerRusher,19,73,12,10,41,14,31,57,Temple,3,76,Matthew,75,78,87,launch-ratings,99,18,17,17,9,Ioannidis,18,21,6,45,44,45,6,79,IoannidisMatthew_17741,1/11/94,Right,8064,80,13,17741,83,15,45,45,45,Default Stride Loose,13,1580000,16,17,79,published,25,95,82,21,6,6,6,6,23,13,500000,90,32,310,6,29
Mekhi Becton,23,RT,79,Jets,78,76,69,58,80,73,OT_Power,15,31,12,25,40,12,35,54,Louisville,5,10,Mekhi,20,96,83,launch-ratings,77,10,20,20,10,Becton,82,12,5,70,80,75,6,15,BectonMekhi_20969,4/18/99,Right,90,10,10,20969,12,12,85,81,84,Long Stride Awkward,12,16440000,12,10,79,published,25,94,42,18,6,6,6,6,25,15,2000000,93,39,364,2,15
Mike Hughes,25,CB,70,Lions,78,76,90,94,85,92,CB_MantoMan,73,48,17,63,72,69,76,90,UCF,26,31,Mike,69,57,85,launch-ratings,23,81,24,22,82,Hughes,15,78,30,35,35,35,6,75,HughesMike_13148,2/11/97,Right,8929,23,85,13148,73,24,35,35,35,Short Stride Default,35,1000000,74,73,90,published,41,67,58,19,6,6,6,6,23,18,1250000,84,44,189,4,74
Nick Folk,37,K,73,Patriots,78,66,65,57,50,68,KP_Power,25,25,20,15,50,10,40,45,Arizona,10,20,Nick,12,20,84,launch-ratings,6,25,87,92,10,Folk,15,15,10,17,16,15,20,25,FolkNick_28142,11/5/84,Right,1128,15,10,28142,35,12,26,21,15,Default Stride Awkward,10,1430000,12,20,75,published,15,59,25,22,25,30,35,20,55,13,3560000,65,10,222,14,20
Nyheim Hines,25,HB,69,Colts,78,75,92,90,85,93,HB_ReceivingBack,79,20,20,74,85,70,77,84,N.C. State,61,10,Nyheim,15,27,91,launch-ratings,21,86,13,19,83,Hines,26,11,67,31,28,53,15,16,HinesNyheim_13268,11/12/96,Right,8925,5,10,13268,33,61,17,20,26,Short Stride Default,74,6180000,61,85,86,published,74,62,27,10,10,15,20,16,25,16,14910000,81,45,198,4,18
Odafe Oweh,23,ROLB,77,Ravens,78,73,89,87,93,90,OLB_PowerRusher,46,73,17,35,48,41,54,76,Penn State,19,66,Odafe,83,82,89,launch-ratings,99,44,26,29,10,Oweh,27,45,26,45,45,45,6,71,OwehOdafe_21511,12/15/98,Right,1602,79,26,21511,84,32,45,45,45,Long Stride Loose,29,5600000,42,39,79,published,37,80,86,25,6,6,10,6,22,13,5740000,79,35,251,1,53
Patrick Peterson,32,CB,73,Vikings,78,76,90,90,91,91,CB_MantoMan,85,45,47,77,67,70,80,87,LSU,23,62,Patrick,72,54,92,launch-ratings,7,90,21,28,88,Peterson,17,79,30,35,35,35,10,77,PetersonPatrick_10743,7/11/90,Right,4444,52,78,10743,68,54,35,35,35,Default Stride Loose,40,2630000,80,87,93,published,65,70,59,31,32,37,59,35,64,45,500000,82,55,198,11,74
Raheem Mostert,30,HB,70,Dolphins,78,73,95,87,89,95,HB_ElusiveBack,83,27,20,81,85,53,63,86,Purdue,47,10,Raheem,20,30,78,launch-ratings,31,85,25,25,84,Mostert,38,15,54,20,25,63,15,20,MostertRaheem_2832,4/9/92,Right,7768,10,20,2832,51,53,30,32,49,Default,60,1000000,52,78,84,published,80,67,41,12,20,30,35,15,30,11,940000,82,74,205,7,20
Randall Cobb,32,WR,70,Packers,78,81,88,88,84,91,WR_Slot,86,35,62,79,73,84,88,82,Kentucky,75,10,Randall,12,45,85,launch-ratings,18,88,30,35,84,Cobb,25,13,78,17,10,45,32,20,CobbRandall_10619,8/22/90,Left,4352,10,18,10619,35,77,29,30,40,Short Stride Loose,79,2080000,84,82,86,published,65,57,35,20,35,49,61,67,64,47,2070000,87,37,195,11,25
Rashaad Penny,26,HB,71,Seahawks,78,79,90,87,80,91,HB_ElusiveBack,82,31,23,81,91,48,65,84,San Diego St.,42,10,Rashaad,31,31,82,launch-ratings,20,86,13,17,82,Penny,33,13,49,29,36,56,12,12,PennyRashaad_13215,2/2/96,Left,9017,10,18,13215,38,53,22,28,31,Default,55,5070000,41,75,88,published,81,75,34,28,18,21,26,24,38,17,400000,78,75,220,4,15
Rashad Fenton,25,CB,71,Chiefs,78,79,88,84,82,90,CB_Slot,63,54,14,54,52,44,68,86,South Carolina,16,42,Rashad,57,45,89,launch-ratings,27,73,17,18,80,Fenton,15,78,21,34,33,13,6,77,FentonRashad_20704,2/17/97,Right,9453,38,80,20704,75,20,34,33,18,Default Stride Loose,27,130000,62,69,90,published,42,58,72,9,6,6,6,6,22,13,4320000,82,43,188,3,81
Ronald Darby,28,CB,71,Broncos,78,81,91,87,89,91,CB_MantoMan,63,54,17,57,60,34,77,87,Florida State,10,35,Ronald,47,54,84,launch-ratings,23,76,18,19,50,Darby,14,77,10,35,35,35,6,78,DarbyRonald_2579,1/2/94,Right,7068,24,76,2579,72,15,35,35,35,Default Stride Bread Loaf,20,19000000,66,75,91,published,24,70,59,4,6,6,6,6,26,14,11000000,59,23,193,7,78
Russell Gage Jr,26,WR,72,Buccaneers,78,82,90,85,93,92,WR_Slot,80,58,28,76,71,83,87,86,LSU,77,10,Russell,48,52,92,launch-ratings,17,79,12,16,33,Gage Jr,29,10,80,20,25,30,30,16,GageRussell_13465,1/22/96,Right,9779,10,10,13465,66,69,31,37,52,Short Stride Loose,82,11490000,85,77,86,published,46,60,58,6,41,38,43,36,58,40,18500000,90,53,186,4,15
Sam Martin,32,P,73,Broncos,78,64,72,57,65,74,KP_Power,15,10,17,10,48,10,45,52,Appalach. St.,10,10,Sam,12,15,92,launch-ratings,6,10,84,94,10,Martin,15,10,10,15,15,20,15,15,MartinSam_11938,2/27/90,Right,6649,10,10,11938,35,12,15,15,25,Default Stride Awkward,10,1990000,12,10,85,published,10,46,24,4,15,15,15,18,41,13,5050000,65,10,211,9,25
Sauce Gardner,22,CB,75,Jets,78,73,92,89,89,94,CB_MantoMan,72,55,20,61,64,64,74,86,Cincinnati,18,52,Sauce,60,55,92,launch-ratings,1,75,16,17,40,Gardner,21,76,22,35,35,35,6,73,GardnerAhmad_22260,8/31/00,Right,1712,38,83,22260,67,35,35,35,35,Long Stride Default,32,21520000,65,67,90,published,41,59,62,18,6,6,6,6,27,10,11920000,85,36,195,0,74
Terrell Edmunds,25,SS,73,Steelers,78,77,90,84,94,90,S_RunSupport,67,64,11,57,71,53,70,82,Virginia Tech,15,49,Terrell,87,64,93,launch-ratings,34,73,13,18,55,Edmunds,16,73,20,35,35,35,10,74,EdmundsTerrell_13361,1/20/97,Right,8874,41,67,13361,78,20,35,35,35,Short Stride Loose,26,150000,61,63,96,published,50,74,74,29,6,6,10,10,25,15,1040000,88,43,217,4,78
Troy Hill,31,CB,71,Rams,78,85,87,90,86,92,CB_Zone,61,50,10,49,67,50,69,87,Oregon,12,27,Troy,45,45,89,launch-ratings,2,71,11,15,61,Hill,15,78,19,25,25,21,6,83,HillTroy_2893,8/29/91,Right,7502,21,73,2893,74,15,25,25,21,Short Stride Loose,29,2000000,65,66,91,published,25,65,51,24,6,6,6,6,25,10,500000,77,25,180,7,80
Tyler Conklin,27,TE,75,Jets,78,78,82,80,90,84,TE_VerticalThreat,73,24,18,69,74,80,93,78,Central Michigan,68,18,Tyler,27,66,94,launch-ratings,83,66,17,19,10,Conklin,50,15,69,57,59,60,10,12,ConklinTyler_13336,7/30/95,Right,8852,20,10,13336,26,68,59,56,60,Default Stride Loose,72,10640000,82,62,91,published,61,66,28,18,10,15,20,10,30,14,9860000,84,72,254,4,17
Van Jefferson,26,WR,74,Rams,78,83,90,85,85,93,WR_Slot,78,34,24,68,77,82,80,81,Florida,80,10,Van,23,43,90,launch-ratings,12,75,14,18,73,Jefferson,20,16,83,22,28,41,21,15,JeffersonVan_21072,7/26/96,Right,386,10,14,21072,38,75,25,31,36,Long Stride Loose,85,2010000,83,72,86,published,57,59,34,24,22,27,32,28,36,25,3610000,85,34,200,2,23
Wil Lutz,28,K,71,Saints,78,64,70,61,57,74,KP_Power,10,24,15,5,40,15,18,52,Georgia State,15,10,Wil,13,16,81,launch-ratings,3,10,86,96,10,Lutz,16,11,15,17,17,17,15,17,LutzWil_12405,7/7/94,Right,8374,10,10,12405,29,15,16,16,16,Default Stride Awkward,15,10860000,15,10,79,published,10,54,26,27,15,15,33,15,39,16,9390000,70,10,184,6,17
Zach Pascal,27,WR,74,Eagles,78,84,87,85,86,93,WR_Slot,67,28,22,73,75,81,86,82,Old Dominion,76,10,Zach,28,57,93,launch-ratings,3,76,18,23,78,Pascal,30,19,81,30,34,49,18,15,PascalZach_12997,12/18/94,Right,8683,10,15,12997,40,75,21,27,54,Default Stride Loose,82,1000000,83,72,88,published,68,72,31,13,20,24,30,27,46,19,500000,88,66,214,5,18
Zach Cunningham,27,MLB,75,Titans,78,85,82,81,84,90,MLB_RunStopper,44,81,12,22,51,31,59,72,Vanderbilt,5,60,Zach,85,83,92,launch-ratings,41,37,20,20,10,Cunningham,13,55,5,45,45,45,6,87,CunninghamZach_12581,12/12/94,Right,8519,49,48,12581,87,25,45,45,45,Long Stride Loose,15,9000000,36,24,89,published,48,80,77,30,6,6,6,6,25,10,24000000,87,43,237,5,59
Aidan Hutchinson,22,LOLB,79,Lions,77,76,81,81,85,89,OLB_SpeedRusher,46,76,12,33,59,53,52,69,Michigan,38,77,Aidan,85,86,91,launch-ratings,97,52,12,14,10,Hutchinson,30,36,44,45,45,45,6,74,HutchinsonAidan_22145,8/9/00,Left,1771,75,29,22145,85,52,45,45,45,Long Stride Default,50,23160000,53,46,85,published,50,85,84,19,6,8,10,6,24,18,12550000,92,48,268,0,46
Alexander Mattison,24,HB,71,Vikings,77,83,86,81,87,91,HB_PowerBack,83,28,24,84,93,53,70,82,Boise State,42,10,Alexander,31,40,90,launch-ratings,2,84,13,15,74,Mattison,41,16,53,31,37,58,13,17,MattisonAlexander_20641,6/19/98,Right,9562,10,17,20641,35,54,25,30,36,Default,61,820000,51,79,89,published,82,73,35,31,12,15,21,19,25,12,2650000,88,86,215,3,21
Allen Lazard,26,WR,77,Packers,77,83,90,82,90,92,WR_DeepThreat,72,40,22,74,75,84,85,79,Iowa State,78,10,Allen,15,51,83,launch-ratings,13,75,13,18,50,Lazard,36,15,78,20,20,45,6,18,LazardAllen_13260,12/11/95,Right,8969,10,15,13260,40,82,27,31,60,Long Stride Loose,79,0,84,69,84,published,62,71,34,20,6,10,15,10,21,19,3980000,92,52,227,4,25
Amani Oruwariye,26,CB,74,Lions,77,82,89,87,87,87,CB_Zone,65,50,15,58,62,62,75,86,Penn State,11,41,Amani,53,44,88,launch-ratings,24,72,17,18,56,Oruwariye,15,74,16,34,33,33,6,81,OruwariyeAmani_20448,2/9/96,Right,9594,35,83,20448,73,27,34,33,34,Long Stride Loose,26,320000,70,66,92,published,35,65,56,19,6,6,6,6,27,13,4290000,89,41,205,3,82
Andrew Van Ginkel,27,LOLB,76,Dolphins,77,82,86,83,90,88,OLB_SpeedRusher,46,75,12,12,54,37,51,73,Wisconsin,5,77,Andrew,79,74,89,launch-ratings,43,30,19,15,13,Van Ginkel,18,51,5,45,45,45,6,80,VanGinkelAndrew_20699,7/1/95,Right,9661,68,45,20699,84,33,45,45,45,Default Stride Loose,15,290000,43,37,85,published,51,70,78,12,6,6,6,6,25,10,4320000,89,51,242,3,59
Anthony Walker Jr,27,MLB,73,Browns,77,81,83,79,75,89,MLB_RunStopper,60,72,12,29,61,63,67,71,Northwestern,6,53,Anthony,77,79,92,launch-ratings,5,48,22,14,10,Walker Jr,19,56,14,45,45,45,6,82,WalkerJrAnthony_12598,8/8/95,Right,8764,58,45,12598,83,18,45,45,45,Default,24,1320000,61,32,90,published,53,78,87,5,6,6,6,6,24,10,500000,96,39,235,5,63
Baker Mayfield,27,QB,73,Browns,77,72,82,83,72,81,QB_Improviser,83,28,84,70,63,23,64,79,Oklahoma,13,10,Baker,25,32,91,launch-ratings,6,70,16,20,10,Mayfield,26,10,17,10,12,16,87,15,MayfieldBaker_13117,4/14/95,Right,8982,10,10,13117,33,15,10,15,29,Default Stride Loose,28,21840000,62,58,83,published,60,70,32,5,85,80,88,88,94,81,29700000,98,67,215,4,12
Bilal Nichols,25,RE,75,Raiders,77,79,73,67,75,77,DE_RunStopper,46,80,12,22,42,32,44,59,Delaware,25,64,Bilal,77,81,91,launch-ratings,91,37,10,17,10,Nichols,31,20,32,45,45,45,6,80,NicholsBilal_13424,9/14/96,Right,9003,76,11,13424,85,30,45,45,45,Long Stride Loose,36,2380000,30,31,84,published,47,87,87,23,6,6,6,6,23,14,5500000,87,54,290,4,28
Blake Gillikin,24,P,74,Saints,77,59,74,64,80,78,KP_Power,22,23,17,10,30,15,35,54,Penn State,15,10,Blake,12,10,85,launch-ratings,4,16,86,95,10,Gillikin,7,10,15,10,10,9,20,26,GillikinBlake_21407,1/21/98,Right,878,10,10,21407,31,15,10,10,7,Default Stride Awkward,15,0,15,10,81,published,15,49,28,27,16,22,26,23,40,14,2290000,60,12,196,2,25
Bryan Edwards,23,WR,75,Falcons,77,81,89,86,93,90,WR_Physical,85,41,30,79,75,85,88,81,South Carolina,74,15,Bryan,32,50,87,launch-ratings,89,81,13,19,77,Edwards,35,46,76,20,25,41,15,29,EdwardsBryan_21302,11/13/98,Right,270,16,42,21302,39,76,28,36,61,Default,77,0,87,76,87,published,77,71,41,14,10,15,20,22,32,20,2220000,87,70,212,2,51
Cairo Santos,30,K,68,Bears,77,66,73,68,60,76,KP_Power,10,26,15,15,35,15,25,53,Tulane,15,10,Cairo,25,16,80,launch-ratings,2,10,81,94,10,Santos,16,20,15,17,17,17,15,29,SantosCairo_2200,11/12/91,Right,6576,10,10,2200,42,15,16,16,17,Short Stride Awkward,15,2070000,15,10,84,published,10,33,22,1,15,15,33,15,26,15,5930000,60,10,160,8,14
Christian Barmore,23,DT,76,Patriots,77,84,73,64,81,74,DT_RunStopper,25,76,12,20,41,23,37,56,Alabama,9,77,Christian,82,87,91,launch-ratings,90,24,12,11,10,Barmore,31,17,12,45,45,45,6,83,BarmoreChristian_21765,7/28/99,Right,780,73,13,21765,83,16,45,45,45,Long Stride Loose,15,3560000,25,23,80,published,30,88,82,22,6,6,6,6,24,16,4960000,89,32,310,1,25
Connor McGovern,29,C,76,Jets,77,86,67,66,80,74,C_Agile,18,27,12,10,33,14,29,53,Missouri,5,12,Connor,25,82,90,launch-ratings,60,20,21,20,8,McGovern,84,12,5,77,73,75,6,19,McGovernConnor_17681,4/27/93,Right,8141,14,8,17681,30,14,84,78,81,Default Stride Awkward,15,16990000,15,16,87,published,31,87,30,18,6,6,6,6,21,12,10000000,94,29,306,6,15
Dalvin Tomlinson,28,DT,75,Vikings,77,82,65,60,68,67,DT_RunStopper,33,79,12,19,27,22,34,50,Alabama,3,61,Dalvin,82,82,95,launch-ratings,94,28,17,17,14,Tomlinson,32,22,5,45,44,45,6,85,TomlinsonDalvin_12595,2/28/94,Right,8753,76,15,12595,84,15,45,46,45,Long Stride Awkward,13,8000000,24,16,80,published,39,88,85,31,6,6,6,6,23,16,5500000,91,37,325,5,29
Darius Slayton,25,WR,73,Giants,77,79,93,85,93,92,WR_DeepThreat,84,28,18,73,74,79,78,88,Auburn,83,19,Darius,21,39,87,launch-ratings,86,79,13,17,72,Slayton,21,23,79,10,10,27,6,24,SlaytonDarius_20655,1/12/97,Left,9631,15,10,20655,35,77,12,16,42,Default Stride Loose,80,200000,86,75,87,published,64,57,30,16,6,10,15,10,24,17,4320000,84,36,190,3,26
Dawuane Smoot,27,LE,75,Jaguars,77,80,79,81,73,80,DE_SmallerSpeedRusher,34,76,12,18,28,20,35,63,Illinois,2,79,Dawuane,81,82,92,launch-ratings,91,41,15,20,6,Smoot,10,26,3,45,45,45,6,79,SmootDawuane_12596,3/2/95,Right,8732,68,24,12596,84,12,45,45,45,Long Stride Loose,10,5150000,22,22,81,published,37,82,84,17,6,6,6,6,20,14,4850000,89,30,264,5,35
Deonte Harty,24,WR,66,Saints,77,79,91,90,80,93,WR_Playmaker,84,26,27,76,72,79,84,90,Assumption,77,10,Deonte,12,37,84,launch-ratings,11,87,15,19,89,Harty,23,11,76,11,13,25,15,25,HartyDeonte_20845,12/4/97,Right,327,10,10,20845,29,69,27,25,39,Short Stride Loose,75,0,80,79,83,published,46,50,17,27,20,30,35,15,25,19,3980000,76,26,170,3,25
Derek Stingley Jr,21,CB,72,Texans,77,70,93,93,91,92,CB_MantoMan,78,49,25,65,63,66,76,92,LSU,30,44,Derek,69,47,80,launch-ratings,24,84,19,20,72,Stingley Jr,18,78,35,34,33,25,10,65,StingleyJrDerek_22269,6/20/01,Right,1956,36,78,22269,70,44,34,33,25,Default Stride Loose,45,22400000,79,74,88,published,40,58,54,32,18,21,26,22,36,12,12260000,74,45,190,0,72
Devin Bush,24,MLB,71,Steelers,77,80,90,86,92,92,MLB_FieldGeneral,36,69,12,19,56,55,63,82,Michigan,5,64,Devin,88,67,87,launch-ratings,55,41,13,12,10,Bush,22,60,5,45,45,45,6,78,BushDevin_20583,7/18/98,Right,9408,60,51,20583,84,14,45,45,45,Default Stride Loose,13,16870000,57,34,88,published,36,74,86,29,6,6,6,6,14,10,2000000,86,33,234,3,66
Drue Tranquill,27,MLB,74,Chargers,77,76,87,85,89,90,MLB_FieldGeneral,55,71,12,47,63,33,55,77,Notre Dame,14,60,Drue,79,75,79,launch-ratings,49,56,20,16,10,Tranquill,21,64,24,45,45,45,6,73,TranquillDrue_20444,8/15/95,Right,9659,53,56,20444,82,12,45,45,45,Default Stride Loose,31,640000,35,44,87,published,42,77,86,8,6,6,6,6,22,15,4310000,93,25,234,3,72
Duron Harmon,31,SS,73,Raiders,77,88,86,81,85,87,S_Zone,51,46,10,29,64,51,74,76,Rutgers,10,48,Duron,78,64,92,launch-ratings,30,66,21,21,50,Harmon,19,71,10,35,35,35,6,85,HarmonDuron_11905,1/24/91,Right,6835,52,77,11905,68,15,35,35,35,Default Stride Awkward,20,660000,66,67,88,published,55,65,74,23,6,6,6,6,22,20,390000,75,45,205,9,76
Evan Neal,21,RT,80,Giants,77,71,76,62,84,79,OT_Power,29,34,16,24,29,19,30,56,Alabama,5,33,Evan,39,91,93,launch-ratings,70,32,17,18,10,Neal,83,10,8,75,81,77,6,30,NealEvan_22441,9/19/00,Right,1864,30,10,22441,31,12,79,82,78,Long Stride Awkward,14,15040000,24,29,84,published,39,92,35,16,6,6,6,6,26,10,9510000,83,35,351,0,12
George Fant,30,LT,77,Jets,77,85,76,75,88,71,OT_PassProtector,52,55,12,38,61,69,70,58,W. Kentucky,34,51,George,63,80,88,launch-ratings,76,59,11,15,10,Fant,79,12,46,83,79,81,6,28,FantGeorge_12448,7/19/92,Right,8319,60,10,12448,52,53,78,72,75,Default Stride Awkward,53,8750000,75,54,87,published,62,85,55,18,6,6,6,6,13,12,18550000,83,64,322,6,13
Greg Gaines,26,DT,73,Rams,77,81,71,61,76,70,DT_RunStopper,31,80,12,20,45,32,39,57,Washington,18,55,Greg,83,87,91,launch-ratings,91,24,12,19,10,Gaines,39,15,20,45,45,45,6,83,GainesGreg_20408,5/6/96,Right,9464,76,17,20408,83,19,45,45,45,Long Stride Default,24,640000,40,19,83,published,38,87,81,24,6,6,6,6,31,10,4280000,90,49,312,3,26
Jakeem Grant Sr,29,WR,67,Browns,77,74,93,90,87,91,WR_Playmaker,87,19,25,80,73,73,83,90,Texas Tech,78,11,Jakeem,15,42,85,launch-ratings,9,87,22,23,91,Grant Sr,22,16,75,19,21,37,15,21,GrantJakeem_17620,10/30/92,Right,8025,11,16,17620,39,64,12,17,51,Short Stride Loose,78,3450000,77,76,84,published,34,62,20,5,21,26,28,23,35,18,6530000,77,34,171,6,24
Jamaal Williams,27,HB,72,Lions,77,80,88,85,80,89,HB_PowerBack,82,22,24,80,98,55,70,83,BYU,47,10,Jamaal,29,54,87,launch-ratings,30,78,11,15,69,Williams,56,19,55,45,47,63,18,18,WilliamsJamaal_12663,4/3/95,Left,8777,10,20,12663,37,45,34,38,51,Default,62,2750000,51,79,86,published,85,76,34,19,15,25,30,26,28,17,3250000,83,83,224,5,27
Jayon Brown,27,MLB,72,Raiders,77,81,86,80,79,87,MLB_FieldGeneral,55,72,12,36,58,49,67,79,UCLA,6,61,Jayon,77,73,86,launch-ratings,50,62,20,20,10,Brown,14,72,13,45,45,45,6,79,BrownJayon_12837,2/26/95,Right,8491,51,42,12837,84,16,45,45,45,Default Stride Loose,23,630000,45,40,86,published,39,74,83,23,6,6,6,6,25,15,590000,82,38,226,5,70
Jimmy Garoppolo,30,QB,74,49ers,77,80,72,75,75,71,QB_FieldGeneral,66,16,76,52,62,15,35,73,E. Illinois,14,10,Jimmy,12,28,86,launch-ratings,10,62,10,20,10,Garoppolo,22,17,16,10,10,10,91,22,GaroppoloJimmy_10866,11/2/91,Right,6429,10,10,10866,37,20,10,10,26,Default,17,10000000,25,56,87,published,39,63,16,15,79,85,89,84,87,83,126850000,91,41,225,8,19
Jonathan Greenard,25,RE,75,Texans,77,81,79,80,75,81,DE_SmallerSpeedRusher,48,72,16,24,56,47,62,73,Florida,19,81,Jonathan,81,80,86,launch-ratings,52,47,18,21,20,Greenard,27,40,21,45,45,45,6,82,GreenardJonathan_21131,5/25/97,Right,305,70,44,21131,83,29,45,45,45,Long Stride Bread Loaf,31,880000,47,43,76,published,44,77,82,32,6,6,6,6,23,11,3700000,82,32,263,2,50
Jonnu Smith,27,TE,75,Patriots,77,76,87,79,88,88,TE_VerticalThreat,80,30,13,75,73,80,80,79,FIU,66,25,Jonnu,37,68,90,launch-ratings,81,80,26,26,20,Smith,54,15,68,54,56,57,6,15,SmithJonnu_12700,8/22/95,Right,8731,25,10,12700,41,72,59,55,60,Default,77,31250000,84,75,85,published,78,78,29,22,6,6,6,6,35,10,18690000,80,69,248,5,20
